ms (since 1970-01-01 00:00:00),YYYYMMDD,HH,DD,FH,FF,FX
1571137200000,20191015,11,200,50,60,70
1571140800000,20191015,12,190,60,50,80
1571144400000,20191015,13,210,50,40,70
1571148000000,20191015,14,210,40,40,50
1571151600000,20191015,15,220,50,50,70
1571155200000,20191015,16,210,50,50,70
1571158800000,20191015,17,210,60,50,70
1571162400000,20191015,18,220,50,50,70
1571166000000,20191015,19,200,50,50,60
1571169600000,20191015,20,200,50,60,80
1571173200000,20191015,21,200,60,60,80
1571176800000,20191015,22,220,70,70,90
1571180400000,20191015,23,230,70,60,90
1571184000000,20191015,24,240,70,60,90
1571187600000,20191016,1,210,50,60,80
1571191200000,20191016,2,210,60,60,80
1571194800000,20191016,3,200,70,70,80
1571198400000,20191016,4,190,70,60,90
1571202000000,20191016,5,190,60,70,80
1571205600000,20191016,6,200,80,80,110
1571209200000,20191016,7,210,90,100,120
1571212800000,20191016,8,200,90,90,120
1571216400000,20191016,9,190,70,70,110
1571220000000,20191016,10,180,80,80,100
1571223600000,20191016,11,180,80,90,100
1571227200000,20191016,12,180,90,100,120
1571230800000,20191016,13,170,90,90,120
1571234400000,20191016,14,170,90,80,120
1571238000000,20191016,15,170,80,80,110
1571241600000,20191016,16,180,80,80,100
1571245200000,20191016,17,190,80,80,100
1571248800000,20191016,18,190,80,80,100
1571252400000,20191016,19,200,90,80,110
1571256000000,20191016,20,190,80,80,100
1571259600000,20191016,21,190,80,80,100
1571263200000,20191016,22,200,80,80,90
1571266800000,20191016,23,200,80,80,100
1571270400000,20191016,24,190,80,80,90
1571274000000,20191017,1,250,70,50,90
1571277600000,20191017,2,270,30,30,60
1571281200000,20191017,3,320,30,30,50
1571284800000,20191017,4,280,60,60,80
1571288400000,20191017,5,240,30,40,70
1571292000000,20191017,6,220,50,50,60
1571295600000,20191017,7,210,40,50,60
1571299200000,20191017,8,210,60,60,70
1571302800000,20191017,9,210,70,70,90
1571306400000,20191017,10,210,60,50,80
1571310000000,20191017,11,190,60,70,80
1571313600000,20191017,12,190,50,50,70
1571317200000,20191017,13,210,50,50,60
1571320800000,20191017,14,200,60,50,80
1571324400000,20191017,15,180,50,50,70
1571328000000,20191017,16,170,60,60,70
1571331600000,20191017,17,180,50,50,70
1571335200000,20191017,18,170,40,50,60
1571338800000,20191017,19,170,40,40,60
1571342400000,20191017,20,170,50,50,60
1571346000000,20191017,21,170,60,60,70
1571349600000,20191017,22,170,60,70,80
1571353200000,20191017,23,180,80,80,100
1571356800000,20191017,24,170,70,70,90
1571360400000,20191018,1,170,80,80,100
1571364000000,20191018,2,180,80,80,100
1571367600000,20191018,3,180,80,80,100
1571371200000,20191018,4,180,90,90,120
1571374800000,20191018,5,180,90,90,110
1571378400000,20191018,6,180,90,80,110
1571382000000,20191018,7,170,90,90,110
1571385600000,20191018,8,170,90,90,120
1571389200000,20191018,9,170,100,110,140
1571392800000,20191018,10,190,120,120,160
1571396400000,20191018,11,210,130,140,180
1571400000000,20191018,12,210,160,170,200
1571403600000,20191018,13,220,160,150,220
1571407200000,20191018,14,240,150,150,210
1571410800000,20191018,15,220,150,160,200
1571414400000,20191018,16,210,150,150,200
1571418000000,20191018,17,210,150,140,200
1571421600000,20191018,18,210,140,140,190
1571425200000,20191018,19,200,140,150,200
1571428800000,20191018,20,210,150,150,200
1571432400000,20191018,21,210,140,130,190
1571436000000,20191018,22,190,110,100,150
1571439600000,20191018,23,190,100,100,130
1571443200000,20191018,24,190,110,110,130
1571446800000,20191019,1,190,100,110,130
1571450400000,20191019,2,190,100,100,130
1571454000000,20191019,3,190,110,110,130
1571457600000,20191019,4,180,110,110,130
1571461200000,20191019,5,180,100,100,130
1571464800000,20191019,6,180,100,100,120
1571468400000,20191019,7,180,100,110,120
1571472000000,20191019,8,190,90,100,120
1571475600000,20191019,9,190,90,90,120
1571479200000,20191019,10,190,90,80,120
1571482800000,20191019,11,190,80,80,100
1571486400000,20191019,12,200,70,70,90
1571490000000,20191019,13,200,70,80,100
1571493600000,20191019,14,210,90,90,120
1571497200000,20191019,15,210,80,70,120
1571500800000,20191019,16,210,90,100,110
1571504400000,20191019,17,210,90,80,120
1571508000000,20191019,18,190,70,60,90
1571511600000,20191019,19,190,70,80,90
1571515200000,20191019,20,190,70,80,90
1571518800000,20191019,21,200,70,70,90
1571522400000,20191019,22,190,60,60,80
1571526000000,20191019,23,200,50,60,70
1571529600000,20191019,24,200,60,70,80
1571533200000,20191020,1,210,60,60,80
1571536800000,20191020,2,210,60,60,80
1571540400000,20191020,3,210,60,50,80
1571544000000,20191020,4,200,60,50,70
1571547600000,20191020,5,200,50,50,60
1571551200000,20191020,6,200,60,60,70
1571554800000,20191020,7,200,50,40,70
1571558400000,20191020,8,190,40,40,50
1571562000000,20191020,9,190,40,40,50
1571565600000,20191020,10,220,30,30,40
1571569200000,20191020,11,180,30,30,30
1571572800000,20191020,12,170,20,10,30
1571576400000,20191020,13,100,10,10,20
1571580000000,20191020,14,80,20,20,30
1571583600000,20191020,15,30,20,20,30
1571587200000,20191020,16,20,30,40,40
1571590800000,20191020,17,40,40,40,50
1571594400000,20191020,18,40,40,50,50
1571598000000,20191020,19,40,40,50,60
1571601600000,20191020,20,40,50,50,60
1571605200000,20191020,21,30,60,60,80
1571608800000,20191020,22,40,70,70,90
1571612400000,20191020,23,40,70,70,80
1571616000000,20191020,24,40,70,70,80
1571619600000,20191021,1,30,80,70,100
1571623200000,20191021,2,40,90,90,100
1571626800000,20191021,3,40,80,80,100
1571630400000,20191021,4,40,100,100,120
1571634000000,20191021,5,50,90,90,110
1571637600000,20191021,6,50,90,90,110
1571641200000,20191021,7,50,110,110,140
1571644800000,20191021,8,60,90,70,130
1571648400000,20191021,9,60,70,70,90
1571652000000,20191021,10,80,60,60,80
1571655600000,20191021,11,120,50,40,60
1571659200000,20191021,12,190,30,40,50
1571662800000,20191021,13,220,60,60,90
1571666400000,20191021,14,220,50,40,70
1571670000000,20191021,15,220,70,90,110
1571673600000,20191021,16,220,80,70,110
1571677200000,20191021,17,190,50,40,80
1571680800000,20191021,18,190,60,50,80
1571684400000,20191021,19,180,60,60,70
1571688000000,20191021,20,190,60,60,80
1571691600000,20191021,21,200,60,50,80
1571695200000,20191021,22,190,50,60,70
1571698800000,20191021,23,190,60,70,80
1571702400000,20191021,24,200,70,60,80
1571706000000,20191022,1,200,60,60,80
1571709600000,20191022,2,190,60,70,90
1571713200000,20191022,3,200,70,70,80
1571716800000,20191022,4,210,70,60,80
1571720400000,20191022,5,220,60,70,90
1571724000000,20191022,6,230,70,60,90
1571727600000,20191022,7,220,70,70,90
1571731200000,20191022,8,220,60,60,80
1571734800000,20191022,9,230,60,60,70
1571738400000,20191022,10,220,50,40,70
1571742000000,20191022,11,230,40,40,60
1571745600000,20191022,12,240,40,40,50
1571749200000,20191022,13,270,40,50,50
1571752800000,20191022,14,300,40,30,50
1571756400000,20191022,15,350,40,30,60
1571760000000,20191022,16,330,40,30,60
1571763600000,20191022,17,340,20,20,40
1571767200000,20191022,18,270,10,10,20
1571770800000,20191022,19,250,20,20,30
1571774400000,20191022,20,0,20,0,30
1571778000000,20191022,21,270,0,10,10
1571781600000,20191022,22,170,20,30,30
1571785200000,20191022,23,170,40,40,40
1571788800000,20191022,24,180,40,40,40
1571792400000,20191023,1,160,30,20,40
1571796000000,20191023,2,150,20,20,30
1571799600000,20191023,3,150,20,20,30
1571803200000,20191023,4,140,30,40,40
1571806800000,20191023,5,110,30,30,50
1571810400000,20191023,6,130,40,50,60
1571814000000,20191023,7,110,40,40,60
1571817600000,20191023,8,120,40,50,50
1571821200000,20191023,9,90,40,40,50
1571824800000,20191023,10,70,50,50,60
1571828400000,20191023,11,80,60,60,70
1571832000000,20191023,12,70,50,50,60
1571835600000,20191023,13,50,50,40,70
1571839200000,20191023,14,70,50,60,70
1571842800000,20191023,15,70,70,70,80
1571846400000,20191023,16,80,60,50,70
1571850000000,20191023,17,80,60,50,70
1571853600000,20191023,18,80,60,60,70
1571857200000,20191023,19,80,50,50,70
1571860800000,20191023,20,90,40,40,60
1571864400000,20191023,21,80,40,60,60
1571868000000,20191023,22,110,60,60,70
1571871600000,20191023,23,110,40,40,70
1571875200000,20191023,24,140,40,40,80
1571878800000,20191024,1,140,40,40,60
1571882400000,20191024,2,140,40,40,50
1571886000000,20191024,3,160,40,40,60
1571889600000,20191024,4,160,30,40,60
1571893200000,20191024,5,180,50,60,80
1571896800000,20191024,6,170,50,50,70
1571900400000,20191024,7,170,50,40,60
1571904000000,20191024,8,190,50,60,70
1571907600000,20191024,9,180,60,50,80
1571911200000,20191024,10,190,50,40,60
1571914800000,20191024,11,170,60,60,80
1571918400000,20191024,12,190,60,60,80
1571922000000,20191024,13,180,60,50,70
1571925600000,20191024,14,200,50,60,70
1571929200000,20191024,15,190,60,70,90
1571932800000,20191024,16,200,90,100,140
1571936400000,20191024,17,200,80,80,120
1571940000000,20191024,18,200,100,90,130
1571943600000,20191024,19,210,100,100,130
1571947200000,20191024,20,250,100,110,140
1571950800000,20191024,21,220,90,80,130
1571954400000,20191024,22,210,90,70,110
1571958000000,20191024,23,220,80,70,120
1571961600000,20191024,24,220,80,90,110
1571965200000,20191025,1,220,90,90,120
1571968800000,20191025,2,220,80,90,110
1571972400000,20191025,3,210,90,90,110
1571976000000,20191025,4,210,90,90,110
1571979600000,20191025,5,210,100,100,120
1571983200000,20191025,6,210,110,110,130
1571986800000,20191025,7,210,110,100,140
1571990400000,20191025,8,210,110,110,140
1571994000000,20191025,9,210,100,100,140
1571997600000,20191025,10,210,120,130,150
1572001200000,20191025,11,210,120,120,160
1572004800000,20191025,12,210,110,110,140
1572008400000,20191025,13,210,100,100,130
1572012000000,20191025,14,200,90,90,120
1572015600000,20191025,15,200,80,80,110
1572019200000,20191025,16,180,90,90,120
1572022800000,20191025,17,180,100,110,130
1572026400000,20191025,18,190,120,130,150
1572030000000,20191025,19,190,120,130,160
1572033600000,20191025,20,200,120,120,150
1572037200000,20191025,21,200,120,140,170
1572040800000,20191025,22,210,140,140,170
1572044400000,20191025,23,210,140,150,180
1572048000000,20191025,24,210,140,140,180
1572051600000,20191026,1,210,140,140,180
1572055200000,20191026,2,210,140,150,180
1572058800000,20191026,3,210,150,140,180
1572062400000,20191026,4,210,140,150,190
1572066000000,20191026,5,210,140,140,180
1572069600000,20191026,6,210,130,140,170
1572073200000,20191026,7,210,140,140,170
1572076800000,20191026,8,210,140,150,190
1572080400000,20191026,9,210,140,120,180
1572084000000,20191026,10,210,120,120,160
1572087600000,20191026,11,220,120,110,150
1572091200000,20191026,12,220,120,120,150
1572094800000,20191026,13,210,100,110,140
1572098400000,20191026,14,220,120,110,150
1572102000000,20191026,15,210,110,110,140
1572105600000,20191026,16,210,110,110,130
1572109200000,20191026,17,200,100,100,120
1572112800000,20191026,18,210,110,110,160
1572116400000,20191026,19,220,110,90,150
1572120000000,20191026,20,240,90,110,120
1572123600000,20191026,21,220,130,140,160
1572127200000,20191026,22,220,120,110,160
1572130800000,20191026,23,300,100,100,140
1572134400000,20191026,24,300,100,100,130
1572138000000,20191027,1,290,90,90,120
1572141600000,20191027,2,290,80,80,110
1572145200000,20191027,3,290,80,80,100
1572148800000,20191027,4,280,80,80,110
1572152400000,20191027,5,270,80,80,100
1572156000000,20191027,6,270,80,70,100
1572159600000,20191027,7,270,80,80,100
1572163200000,20191027,8,260,80,80,100
1572166800000,20191027,9,270,80,80,100
1572170400000,20191027,10,270,80,80,110
1572174000000,20191027,11,270,70,80,100
1572177600000,20191027,12,270,80,80,110
1572181200000,20191027,13,280,90,90,120
1572184800000,20191027,14,280,90,90,120
1572188400000,20191027,15,280,90,100,120
1572192000000,20191027,16,270,80,70,120
1572195600000,20191027,17,270,80,80,100
1572199200000,20191027,18,260,80,80,100
1572202800000,20191027,19,270,70,70,90
1572206400000,20191027,20,270,70,70,90
1572210000000,20191027,21,260,60,50,80
1572213600000,20191027,22,260,60,50,80
1572217200000,20191027,23,280,60,60,70
1572220800000,20191027,24,270,60,60,80
1572224400000,20191028,1,290,60,60,80
1572228000000,20191028,2,280,60,50,70
1572231600000,20191028,3,290,50,50,70
1572235200000,20191028,4,290,40,40,60
1572238800000,20191028,5,300,40,40,50
1572242400000,20191028,6,290,50,50,60
1572246000000,20191028,7,290,50,40,60
1572249600000,20191028,8,290,40,40,50
1572253200000,20191028,9,290,40,50,70
1572256800000,20191028,10,280,40,30,90
1572260400000,20191028,11,280,30,20,40
1572264000000,20191028,12,300,30,30,70
1572267600000,20191028,13,330,60,50,80
1572271200000,20191028,14,330,60,40,90
1572274800000,20191028,15,340,50,40,100
1572278400000,20191028,16,340,60,60,70
1572282000000,20191028,17,350,60,60,100
1572285600000,20191028,18,350,40,40,70
1572289200000,20191028,19,20,50,40,70
1572292800000,20191028,20,10,40,30,60
1572296400000,20191028,21,50,50,60,70
1572300000000,20191028,22,20,40,40,60
1572303600000,20191028,23,20,30,30,50
1572307200000,20191028,24,20,30,30,40
1572310800000,20191029,1,20,40,40,50
1572314400000,20191029,2,10,60,60,110
1572318000000,20191029,3,20,50,50,70
1572321600000,20191029,4,60,40,30,60
1572325200000,20191029,5,30,40,40,50
1572328800000,20191029,6,20,40,40,50
1572332400000,20191029,7,30,40,40,50
1572336000000,20191029,8,40,40,40,50
1572339600000,20191029,9,50,40,40,50
1572343200000,20191029,10,40,40,40,40
1572346800000,20191029,11,50,40,40,50
1572350400000,20191029,12,40,40,40,50
1572354000000,20191029,13,50,40,40,60
1572357600000,20191029,14,40,40,30,50
1572361200000,20191029,15,60,50,50,70
1572364800000,20191029,16,70,60,60,70
1572368400000,20191029,17,70,70,80,90
1572372000000,20191029,18,70,80,70,90
1572375600000,20191029,19,80,80,80,90
1572379200000,20191029,20,80,80,80,100
1572382800000,20191029,21,80,80,80,100
1572386400000,20191029,22,80,90,80,100
1572390000000,20191029,23,90,80,80,100
1572393600000,20191029,24,90,70,60,90
1572397200000,20191030,1,70,60,60,80
1572400800000,20191030,2,80,60,60,80
1572404400000,20191030,3,70,60,70,90
1572408000000,20191030,4,80,60,60,80
1572411600000,20191030,5,70,60,60,80
1572415200000,20191030,6,80,70,70,90
1572418800000,20191030,7,80,70,70,90
1572422400000,20191030,8,90,60,60,70
1572426000000,20191030,9,100,60,60,70
1572429600000,20191030,10,90,60,60,70
1572433200000,20191030,11,90,60,60,80
1572436800000,20191030,12,90,70,70,80
1572440400000,20191030,13,90,70,70,90
1572444000000,20191030,14,90,70,70,90
1572447600000,20191030,15,80,70,80,90
1572451200000,20191030,16,80,80,80,100
1572454800000,20191030,17,80,80,80,100
1572458400000,20191030,18,80,90,90,110
1572462000000,20191030,19,80,90,100,120
1572465600000,20191030,20,90,90,80,110
1572469200000,20191030,21,90,90,80,110
1572472800000,20191030,22,90,80,80,110
1572476400000,20191030,23,90,80,70,90
1572480000000,20191030,24,90,70,70,80
1572483600000,20191031,1,100,70,60,80
1572487200000,20191031,2,90,70,70,80
1572490800000,20191031,3,90,70,70,80
1572494400000,20191031,4,100,70,70,80
1572498000000,20191031,5,90,70,70,80
1572501600000,20191031,6,90,70,70,90
1572505200000,20191031,7,90,70,70,90
1572508800000,20191031,8,90,70,70,90
1572512400000,20191031,9,100,70,70,80
1572516000000,20191031,10,90,70,70,80
1572519600000,20191031,11,100,60,60,70
1572523200000,20191031,12,90,60,60,80
1572526800000,20191031,13,90,60,60,70
1572530400000,20191031,14,90,60,60,70
1572534000000,20191031,15,90,60,60,70
1572537600000,20191031,16,90,80,80,100
1572541200000,20191031,17,90,80,70,90
1572544800000,20191031,18,90,70,80,100
1572548400000,20191031,19,100,80,90,110
1572552000000,20191031,20,110,90,90,110
1572555600000,20191031,21,120,90,90,110
1572559200000,20191031,22,130,80,80,100
1572562800000,20191031,23,140,70,60,90
1572566400000,20191031,24,120,60,60,80
1572570000000,20191101,1,130,70,70,90
1572573600000,20191101,2,140,70,70,90
1572577200000,20191101,3,150,70,60,80
1572580800000,20191101,4,150,60,60,80
1572584400000,20191101,5,160,60,70,90
1572588000000,20191101,6,160,60,70,90
1572591600000,20191101,7,160,70,60,90
1572595200000,20191101,8,160,60,70,80
1572598800000,20191101,9,150,70,70,90
1572602400000,20191101,10,160,70,60,90
1572606000000,20191101,11,170,80,80,100
1572609600000,20191101,12,170,70,80,90
1572613200000,20191101,13,160,80,80,90
1572616800000,20191101,14,160,80,80,100
1572620400000,20191101,15,160,80,80,100
1572624000000,20191101,16,150,70,70,100
1572627600000,20191101,17,150,70,70,90
1572631200000,20191101,18,160,70,80,90
1572634800000,20191101,19,160,80,80,100
1572638400000,20191101,20,170,70,70,90
1572642000000,20191101,21,170,80,70,100
1572645600000,20191101,22,190,80,80,100
1572649200000,20191101,23,180,80,80,100
1572652800000,20191101,24,180,80,70,100
1572656400000,20191102,1,180,80,80,90
1572660000000,20191102,2,180,80,80,90
1572663600000,20191102,3,180,70,80,90
1572667200000,20191102,4,180,80,70,110
1572670800000,20191102,5,200,70,80,90
1572674400000,20191102,6,210,90,80,140
1572678000000,20191102,7,220,100,90,140
1572681600000,20191102,8,210,100,100,120
1572685200000,20191102,9,210,100,90,120
1572688800000,20191102,10,240,110,150,200
1572692400000,20191102,11,210,100,80,160
1572696000000,20191102,12,200,80,90,110
1572699600000,20191102,13,190,100,100,130
1572703200000,20191102,14,190,100,90,140
1572706800000,20191102,15,180,100,100,130
1572710400000,20191102,16,180,100,120,140
1572714000000,20191102,17,190,120,120,150
1572717600000,20191102,18,190,130,140,180
1572721200000,20191102,19,190,130,140,170
1572724800000,20191102,20,200,150,150,210
1572728400000,20191102,21,200,150,140,220
1572732000000,20191102,22,190,120,120,180
1572735600000,20191102,23,180,110,100,170
1572739200000,20191102,24,190,100,100,130
1572742800000,20191103,1,180,100,110,130
1572746400000,20191103,2,180,100,90,130
1572750000000,20191103,3,180,100,100,130
1572753600000,20191103,4,170,90,90,120
1572757200000,20191103,5,180,80,80,100
1572760800000,20191103,6,170,80,80,120
1572764400000,20191103,7,170,70,70,90
1572768000000,20191103,8,190,70,60,90
1572771600000,20191103,9,180,60,60,80
1572775200000,20191103,10,180,60,60,90
1572778800000,20191103,11,180,50,40,70
1572782400000,20191103,12,170,40,40,50
1572786000000,20191103,13,110,30,30,40
1572789600000,20191103,14,120,40,50,60
1572793200000,20191103,15,120,40,40,50
1572796800000,20191103,16,100,30,30,40
1572800400000,20191103,17,50,20,20,30
1572804000000,20191103,18,360,30,40,50
1572807600000,20191103,19,20,50,50,60
1572811200000,20191103,20,40,40,50,60
1572814800000,20191103,21,360,40,30,50
1572818400000,20191103,22,260,30,40,40
1572822000000,20191103,23,290,40,30,70
1572825600000,20191103,24,240,40,50,70
1572829200000,20191104,1,220,60,70,90
1572832800000,20191104,2,200,70,70,90
1572836400000,20191104,3,190,60,60,80
1572840000000,20191104,4,190,50,40,70
1572843600000,20191104,5,190,60,70,90
1572847200000,20191104,6,210,70,70,90
1572850800000,20191104,7,180,50,50,70
1572854400000,20191104,8,200,50,50,70
1572858000000,20191104,9,200,60,70,80
1572861600000,20191104,10,200,70,60,100
1572865200000,20191104,11,200,70,70,80
1572868800000,20191104,12,200,50,50,70
1572872400000,20191104,13,190,50,40,70
1572876000000,20191104,14,180,40,50,70
1572879600000,20191104,15,150,40,40,60
1572883200000,20191104,16,160,50,50,60
1572886800000,20191104,17,150,50,50,60
1572890400000,20191104,18,140,50,50,60
1572894000000,20191104,19,140,50,40,60
1572897600000,20191104,20,140,40,40,60
1572901200000,20191104,21,140,40,40,60
1572904800000,20191104,22,140,40,40,60
1572908400000,20191104,23,140,40,40,50
1572912000000,20191104,24,140,40,40,50
1572915600000,20191105,1,140,30,30,40
1572919200000,20191105,2,180,30,30,40
1572922800000,20191105,3,200,40,60,80
1572926400000,20191105,4,200,60,60,80
1572930000000,20191105,5,210,50,50,60
1572933600000,20191105,6,220,50,50,60
1572937200000,20191105,7,210,50,50,70
1572940800000,20191105,8,210,50,40,60
1572944400000,20191105,9,210,50,40,60
1572948000000,20191105,10,200,40,40,50
1572951600000,20191105,11,220,40,40,50
1572955200000,20191105,12,220,40,30,50
1572958800000,20191105,13,230,30,40,50
1572962400000,20191105,14,230,30,30,40
1572966000000,20191105,15,230,30,30,30
1572969600000,20191105,16,220,30,30,40
1572973200000,20191105,17,240,30,30,40
1572976800000,20191105,18,230,40,40,60
1572980400000,20191105,19,240,40,20,60
1572984000000,20191105,20,350,30,40,50
1572987600000,20191105,21,20,50,70,80
1572991200000,20191105,22,10,60,50,90
1572994800000,20191105,23,10,60,60,70
1572998400000,20191105,24,10,60,60,70
1573002000000,20191106,1,10,50,40,60
1573005600000,20191106,2,10,50,50,60
1573009200000,20191106,3,10,70,90,120
1573012800000,20191106,4,30,80,70,110
1573016400000,20191106,5,20,60,50,80
1573020000000,20191106,6,360,50,50,70
1573023600000,20191106,7,360,60,60,80
1573027200000,20191106,8,350,60,60,70
1573030800000,20191106,9,350,60,60,90
1573034400000,20191106,10,350,50,40,70
1573038000000,20191106,11,320,40,30,60
1573041600000,20191106,12,350,30,40,80
1573045200000,20191106,13,280,30,30,50
1573048800000,20191106,14,350,20,20,50
1573052400000,20191106,15,340,20,30,40
1573056000000,20191106,16,350,30,30,50
1573059600000,20191106,17,320,20,20,40
1573063200000,20191106,18,300,20,10,20
1573066800000,20191106,19,220,10,10,10
1573070400000,20191106,20,150,10,20,20
1573074000000,20191106,21,150,40,40,50
1573077600000,20191106,22,140,50,50,60
1573081200000,20191106,23,130,50,50,70
1573084800000,20191106,24,130,70,80,90
1573088400000,20191107,1,140,70,70,90
1573092000000,20191107,2,130,80,80,110
1573095600000,20191107,3,140,70,70,90
1573099200000,20191107,4,130,60,60,80
1573102800000,20191107,5,140,50,60,70
1573106400000,20191107,6,130,50,60,70
1573110000000,20191107,7,120,70,80,90
1573113600000,20191107,8,110,80,90,100
1573117200000,20191107,9,110,90,90,110
1573120800000,20191107,10,110,90,90,110
1573124400000,20191107,11,120,90,90,110
1573128000000,20191107,12,110,90,90,110
1573131600000,20191107,13,100,90,90,110
1573135200000,20191107,14,120,90,80,110
1573138800000,20191107,15,130,90,90,110
1573142400000,20191107,16,200,80,70,120
1573146000000,20191107,17,210,100,110,140
1573149600000,20191107,18,210,100,100,130
1573153200000,20191107,19,200,100,110,140
1573156800000,20191107,20,210,120,120,150
1573160400000,20191107,21,210,130,130,160
1573164000000,20191107,22,210,120,110,150
1573167600000,20191107,23,200,110,100,140
1573171200000,20191107,24,190,90,90,120
1573174800000,20191108,1,190,90,90,110
1573178400000,20191108,2,190,90,90,110
1573182000000,20191108,3,190,90,100,110
1573185600000,20191108,4,190,90,80,100
1573189200000,20191108,5,190,90,90,110
1573192800000,20191108,6,180,90,90,110
1573196400000,20191108,7,190,90,80,110
1573200000000,20191108,8,190,90,80,120
1573203600000,20191108,9,200,70,60,90
1573207200000,20191108,10,200,60,50,70
1573210800000,20191108,11,180,50,50,60
1573214400000,20191108,12,180,60,60,70
1573218000000,20191108,13,190,50,50,70
1573221600000,20191108,14,200,50,50,60
1573225200000,20191108,15,200,40,40,50
1573228800000,20191108,16,190,40,40,50
1573232400000,20191108,17,180,50,50,60
1573236000000,20191108,18,200,50,50,70
1573239600000,20191108,19,160,40,40,60
1573243200000,20191108,20,160,50,50,60
1573246800000,20191108,21,180,60,60,70
1573250400000,20191108,22,170,60,60,70
1573254000000,20191108,23,170,60,60,70
1573257600000,20191108,24,170,70,70,80
1573261200000,20191109,1,200,70,80,100
1573264800000,20191109,2,190,80,80,100
1573268400000,20191109,3,170,70,70,90
1573272000000,20191109,4,170,70,70,90
1573275600000,20191109,5,180,80,80,100
1573279200000,20191109,6,170,90,90,120
1573282800000,20191109,7,180,100,110,140
1573286400000,20191109,8,180,110,100,130
1573290000000,20191109,9,180,100,110,130
1573293600000,20191109,10,190,120,120,160
1573297200000,20191109,11,210,150,160,200
1573300800000,20191109,12,220,170,170,230
1573304400000,20191109,13,230,160,180,210
1573308000000,20191109,14,230,150,140,200
1573311600000,20191109,15,240,160,160,200
1573315200000,20191109,16,250,130,120,190
1573318800000,20191109,17,240,90,80,150
1573322400000,20191109,18,220,110,100,140
1573326000000,20191109,19,220,110,110,140
1573329600000,20191109,20,210,100,110,130
1573333200000,20191109,21,210,100,100,130
1573336800000,20191109,22,210,100,90,120
1573340400000,20191109,23,210,90,90,110
1573344000000,20191109,24,210,80,80,100
1573347600000,20191110,1,210,70,70,90
1573351200000,20191110,2,210,60,60,80
1573354800000,20191110,3,210,60,50,70
1573358400000,20191110,4,220,50,50,70
1573362000000,20191110,5,190,50,50,60
1573365600000,20191110,6,200,60,60,70
1573369200000,20191110,7,210,60,70,80
1573372800000,20191110,8,210,60,60,80
1573376400000,20191110,9,210,60,60,70
1573380000000,20191110,10,200,60,60,70
1573383600000,20191110,11,220,60,60,70
1573387200000,20191110,12,220,70,70,80
1573390800000,20191110,13,220,70,70,80
1573394400000,20191110,14,220,70,70,80
1573398000000,20191110,15,220,60,60,70
1573401600000,20191110,16,220,60,50,70
1573405200000,20191110,17,220,50,50,60
1573408800000,20191110,18,210,60,60,80
1573412400000,20191110,19,210,60,60,70
1573416000000,20191110,20,190,60,60,80
1573419600000,20191110,21,200,60,60,80
1573423200000,20191110,22,190,60,60,80
1573426800000,20191110,23,190,60,70,80
1573430400000,20191110,24,190,70,70,90
1573434000000,20191111,1,200,70,60,90
1573437600000,20191111,2,190,70,70,90
1573441200000,20191111,3,190,70,80,100
1573444800000,20191111,4,180,80,80,100
1573448400000,20191111,5,170,90,100,120
1573452000000,20191111,6,170,100,100,120
1573455600000,20191111,7,160,100,110,130
1573459200000,20191111,8,170,110,110,130
1573462800000,20191111,9,170,100,100,130
1573466400000,20191111,10,170,100,100,130
1573470000000,20191111,11,170,120,120,140
1573473600000,20191111,12,170,110,110,150
1573477200000,20191111,13,170,110,110,150
1573480800000,20191111,14,190,110,120,140
1573484400000,20191111,15,190,130,140,170
1573488000000,20191111,16,180,130,130,160
1573491600000,20191111,17,200,120,110,160
1573495200000,20191111,18,210,110,120,150
1573498800000,20191111,19,240,110,100,150
1573502400000,20191111,20,200,80,80,120
1573506000000,20191111,21,200,100,110,130
1573509600000,20191111,22,210,110,120,140
1573513200000,20191111,23,200,120,120,150
1573516800000,20191111,24,220,120,150,180
1573520400000,20191112,1,210,130,120,170
1573524000000,20191112,2,200,120,130,160
1573527600000,20191112,3,190,120,130,180
1573531200000,20191112,4,210,140,140,190
1573534800000,20191112,5,210,140,140,180
1573538400000,20191112,6,200,130,120,170
1573542000000,20191112,7,220,140,140,170
1573545600000,20191112,8,210,120,110,160
1573549200000,20191112,9,200,120,110,140
1573552800000,20191112,10,200,120,120,170
1573556400000,20191112,11,200,110,110,150
1573560000000,20191112,12,200,120,120,160
1573563600000,20191112,13,200,120,110,150
1573567200000,20191112,14,200,110,110,160
1573570800000,20191112,15,200,100,110,140
1573574400000,20191112,16,190,100,110,130
1573578000000,20191112,17,180,110,100,130
1573581600000,20191112,18,180,120,120,150
1573585200000,20191112,19,190,130,130,170
1573588800000,20191112,20,190,130,130,160
1573592400000,20191112,21,180,130,130,170
1573596000000,20191112,22,190,140,150,190
1573599600000,20191112,23,190,140,130,180
1573603200000,20191112,24,200,140,140,200
1573606800000,20191113,1,200,140,140,190
1573610400000,20191113,2,190,120,120,160
1573614000000,20191113,3,190,120,120,150
1573617600000,20191113,4,200,120,120,160
1573621200000,20191113,5,210,110,120,150
1573624800000,20191113,6,200,100,90,140
1573628400000,20191113,7,200,100,100,130
1573632000000,20191113,8,230,100,90,120
1573635600000,20191113,9,230,80,70,110
1573639200000,20191113,10,220,60,80,90
1573642800000,20191113,11,220,80,80,90
