tide,dates
-0.26195556,2019-12-28 20:15:00+00:00
-0.25521943,2019-12-28 20:30:00+00:00
-0.2547472,2019-12-28 20:45:00+00:00
-0.2621847,2019-12-28 21:00:00+00:00
-0.25905278,2019-12-28 21:15:00+00:00
-0.26310834,2019-12-28 21:30:00+00:00
-0.26709443,2019-12-28 21:45:00+00:00
-0.2702611,2019-12-28 22:00:00+00:00
-0.26580277,2019-12-28 22:15:00+00:00
-0.25920555,2019-12-28 22:30:00+00:00
-0.25776112,2019-12-28 22:45:00+00:00
-0.2534972,2019-12-28 23:00:00+00:00
-0.25193474,2019-12-28 23:15:00+00:00
-0.2549139,2019-12-28 23:30:00+00:00
-0.25748196,2019-12-28 23:45:00+00:00
-0.26237223,2019-12-29 00:00:00+00:00
-0.2626639,2019-12-29 01:15:00+00:00
-0.26258054,2019-12-29 01:30:00+00:00
-0.2610389,2019-12-29 01:45:00+00:00
-0.2658861,2019-12-29 02:00:00+00:00
-0.26810834,2019-12-29 02:15:00+00:00
-0.26995555,2019-12-29 02:30:00+00:00
-0.27220556,2019-12-29 02:45:00+00:00
-0.26720557,2019-12-29 03:00:00+00:00
-0.26220554,2019-12-29 03:15:00+00:00
-0.25874028,2019-12-29 03:30:00+00:00
-0.25971943,2019-12-29 03:45:00+00:00
-0.264275,2019-12-29 04:00:00+00:00
-0.2642611,2019-12-29 04:15:00+00:00
-0.26919165,2019-12-29 04:30:00+00:00
-0.27035832,2019-12-29 04:45:00+00:00
-0.2719972,2019-12-29 05:00:00+00:00
-0.27156666,2019-12-29 05:15:00+00:00
-0.2708653,2019-12-29 05:30:00+00:00
-0.26685834,2019-12-29 05:45:00+00:00
-0.26444167,2019-12-29 06:00:00+00:00
-0.26059446,2019-12-29 06:15:00+00:00
-0.25862223,2019-12-29 06:30:00+00:00
-0.25856668,2019-12-29 06:45:00+00:00
-0.26033056,2019-12-29 07:00:00+00:00
-0.26601112,2019-12-29 07:15:00+00:00
-0.27101806,2019-12-29 07:30:00+00:00
-0.26856667,2019-12-29 07:45:00+00:00
-0.26981667,2019-12-29 08:00:00+00:00
-0.26792777,2019-12-29 08:15:00+00:00
-0.26620555,2019-12-29 08:30:00+00:00
-0.26909444,2019-12-29 08:45:00+00:00
-0.26926112,2019-12-29 09:00:00+00:00
-0.26785833,2019-12-29 09:15:00+00:00
-0.27150416,2019-12-29 09:30:00+00:00
-0.26658055,2019-12-29 09:45:00+00:00
-0.26256666,2019-12-29 10:00:00+00:00
-0.26570556,2019-12-29 10:15:00+00:00
-0.26381665,2019-12-29 10:30:00+00:00
-0.26684445,2019-12-29 10:45:00+00:00
-0.27406666,2019-12-29 11:00:00+00:00
-0.27301112,2019-12-29 11:15:00+00:00
-0.27515,2019-12-29 11:30:00+00:00
-0.271275,2019-12-29 11:45:00+00:00
-0.27460834,2019-12-29 12:00:00+00:00
-0.26873332,2019-12-29 12:15:00+00:00
-0.265525,2019-12-29 12:30:00+00:00
-0.2677611,2019-12-29 12:45:00+00:00
-0.27501112,2019-12-29 13:00:00+00:00
-0.27719167,2019-12-29 13:15:00+00:00
-0.2766639,2019-12-29 13:30:00+00:00
-0.27892777,2019-12-29 13:45:00+00:00
-0.27310833,2019-12-29 14:00:00+00:00
-0.27212223,2019-12-29 14:15:00+00:00
-0.26723334,2019-12-29 14:30:00+00:00
-0.27174723,2019-12-29 14:45:00+00:00
-0.27123332,2019-12-29 15:00:00+00:00
-0.27770555,2019-12-29 15:15:00+00:00
-0.2780111,2019-12-29 15:30:00+00:00
-0.28321946,2019-12-29 15:45:00+00:00
-0.284025,2019-12-29 16:00:00+00:00
-0.28310832,2019-12-29 16:15:00+00:00
-0.28449723,2019-12-29 16:30:00+00:00
-0.28765,2019-12-29 16:45:00+00:00
-0.28755277,2019-12-29 17:00:00+00:00
-0.27719167,2019-12-29 17:15:00+00:00
-0.27499723,2019-12-29 17:30:00+00:00
-0.27521944,2019-12-29 17:45:00+00:00
-0.2698861,2019-12-29 18:00:00+00:00
-0.27498335,2019-12-29 18:15:00+00:00
-0.27709445,2019-12-29 18:30:00+00:00
-0.27247638,2019-12-29 18:45:00+00:00
-0.26848334,2019-12-29 19:00:00+00:00
-0.26573333,2019-12-29 19:15:00+00:00
-0.26715,2019-12-29 19:30:00+00:00
-0.26456666,2019-12-29 19:45:00+00:00
-0.27156666,2019-12-29 20:00:00+00:00
-0.2749,2019-12-29 20:15:00+00:00
-0.2795389,2019-12-29 20:30:00+00:00
-0.28019166,2019-12-29 20:45:00+00:00
-0.27937916,2019-12-29 21:00:00+00:00
-0.27615,2019-12-29 21:15:00+00:00
-0.27108055,2019-12-29 21:30:00+00:00
-0.2660389,2019-12-29 21:45:00+00:00
-0.26731667,2019-12-29 22:00:00+00:00
-0.2667889,2019-12-29 22:15:00+00:00
-0.26692778,2019-12-29 22:30:00+00:00
-0.27020556,2019-12-29 22:45:00+00:00
-0.27098334,2019-12-29 23:00:00+00:00
-0.2711361,2019-12-29 23:15:00+00:00
-0.27042776,2019-12-29 23:30:00+00:00
-0.26697072,2019-12-29 23:45:00+00:00
-0.26408055,2019-12-30 00:00:00+00:00
-0.281775,2019-12-30 01:15:00+00:00
-0.27855277,2019-12-30 01:30:00+00:00
-0.2777472,2019-12-30 01:45:00+00:00
-0.2769972,2019-12-30 02:00:00+00:00
-0.2738028,2019-12-30 02:15:00+00:00
-0.27615,2019-12-30 02:30:00+00:00
-0.2734,2019-12-30 02:45:00+00:00
-0.27195555,2019-12-30 03:00:00+00:00
-0.27453887,2019-12-30 03:15:00+00:00
-0.27249724,2019-12-30 03:30:00+00:00
-0.272025,2019-12-30 03:45:00+00:00
-0.27283055,2019-12-30 04:00:00+00:00
-0.27623335,2019-12-30 04:15:00+00:00
-0.27315,2019-12-30 04:30:00+00:00
-0.27048334,2019-12-30 04:45:00+00:00
-0.27028888,2019-12-30 05:00:00+00:00
-0.27484444,2019-12-30 05:15:00+00:00
-0.27767777,2019-12-30 05:30:00+00:00
-0.27430278,2019-12-30 05:45:00+00:00
-0.27920556,2019-12-30 06:00:00+00:00
-0.27984443,2019-12-30 06:15:00+00:00
-0.2769972,2019-12-30 06:30:00+00:00
-0.27803195,2019-12-30 06:45:00+00:00
-0.27720556,2019-12-30 07:00:00+00:00
-0.27320555,2019-12-30 07:15:00+00:00
-0.27356666,2019-12-30 07:30:00+00:00
-0.2706639,2019-12-30 07:45:00+00:00
-0.27348334,2019-12-30 08:00:00+00:00
-0.27634445,2019-12-30 08:15:00+00:00
-0.27713612,2019-12-30 08:30:00+00:00
-0.27820554,2019-12-30 08:45:00+00:00
-0.2831361,2019-12-30 09:00:00+00:00
-0.27985832,2019-12-30 09:15:00+00:00
-0.27434444,2019-12-30 09:30:00+00:00
-0.27096945,2019-12-30 09:45:00+00:00
-0.26708055,2019-12-30 10:00:00+00:00
-0.26658055,2019-12-30 10:15:00+00:00
-0.27345556,2019-12-30 10:30:00+00:00
-0.2786361,2019-12-30 10:45:00+00:00
-0.28158057,2019-12-30 11:00:00+00:00
-0.28509444,2019-12-30 11:15:00+00:00
-0.2837611,2019-12-30 11:30:00+00:00
-0.28014305,2019-12-30 11:45:00+00:00
-0.2854,2019-12-30 12:00:00+00:00
-0.2809139,2019-12-30 12:15:00+00:00
-0.28137222,2019-12-30 12:30:00+00:00
-0.28395554,2019-12-30 12:45:00+00:00
-0.28215,2019-12-30 13:00:00+00:00
-0.28271943,2019-12-30 13:15:00+00:00
-0.28574723,2019-12-30 13:30:00+00:00
-0.29259443,2019-12-30 13:45:00+00:00
-0.29303887,2019-12-30 14:00:00+00:00
-0.28717777,2019-12-30 14:15:00+00:00
-0.2859,2019-12-30 14:30:00+00:00
-0.2823375,2019-12-30 14:45:00+00:00
-0.28421944,2019-12-30 15:00:00+00:00
-0.2892611,2019-12-30 15:15:00+00:00
-0.29476112,2019-12-30 15:30:00+00:00
-0.29342777,2019-12-30 15:45:00+00:00
-0.28734446,2019-12-30 16:00:00+00:00
-0.28237224,2019-12-30 16:15:00+00:00
-0.2836639,2019-12-30 16:30:00+00:00
-0.284025,2019-12-30 16:45:00+00:00
-0.2869278,2019-12-30 17:00:00+00:00
-0.28670555,2019-12-30 17:15:00+00:00
-0.28553888,2019-12-30 17:30:00+00:00
-0.2821639,2019-12-30 17:45:00+00:00
-0.2870389,2019-12-30 18:00:00+00:00
-0.28892776,2019-12-30 18:15:00+00:00
-0.29370555,2019-12-30 18:30:00+00:00
-0.29915,2019-12-30 18:45:00+00:00
-0.29638612,2019-12-30 19:00:00+00:00
-0.29296944,2019-12-30 19:15:00+00:00
-0.29574722,2019-12-30 19:30:00+00:00
-0.2976639,2019-12-30 19:45:00+00:00
-0.29813612,2019-12-30 20:00:00+00:00
-0.3009625,2019-12-30 20:15:00+00:00
-0.29455277,2019-12-30 20:30:00+00:00
-0.2923028,2019-12-30 20:45:00+00:00
-0.2946222,2019-12-30 21:00:00+00:00
-0.29235834,2019-12-30 21:15:00+00:00
-0.29791388,2019-12-30 21:30:00+00:00
-0.29819167,2019-12-30 21:45:00+00:00
-0.30148333,2019-12-30 22:00:00+00:00
-0.30138612,2019-12-30 22:15:00+00:00
-0.30178195,2019-12-30 22:30:00+00:00
-0.30634445,2019-12-30 22:45:00+00:00
-0.30508056,2019-12-30 23:00:00+00:00
-0.30562222,2019-12-30 23:15:00+00:00
-0.3063028,2019-12-30 23:30:00+00:00
-0.30307797,2019-12-30 23:45:00+00:00
-0.3004,2019-12-31 00:00:00+00:00
-0.30098334,2019-12-31 01:15:00+00:00
-0.30165,2019-12-31 01:30:00+00:00
-0.30210835,2019-12-31 01:45:00+00:00
-0.30291387,2019-12-31 02:00:00+00:00
-0.30551112,2019-12-31 02:15:00+00:00
-0.30374724,2019-12-31 02:30:00+00:00
-0.30263612,2019-12-31 02:45:00+00:00
-0.30156666,2019-12-31 03:00:00+00:00
-0.30183056,2019-12-31 03:15:00+00:00
-0.3032472,2019-12-31 03:30:00+00:00
-0.3023514,2019-12-31 03:45:00+00:00
-0.30398333,2019-12-31 04:00:00+00:00
-0.3034278,2019-12-31 04:15:00+00:00
-0.3041778,2019-12-31 04:30:00+00:00
-0.30420557,2019-12-31 04:45:00+00:00
-0.30685833,2019-12-31 05:00:00+00:00
-0.30710834,2019-12-31 05:15:00+00:00
-0.30544168,2019-12-31 05:30:00+00:00
-0.30317777,2019-12-31 05:45:00+00:00
-0.3016222,2019-12-31 06:00:00+00:00
-0.3034139,2019-12-31 06:15:00+00:00
-0.30548334,2019-12-31 06:30:00+00:00
-0.3047611,2019-12-31 06:45:00+00:00
-0.30521944,2019-12-31 07:00:00+00:00
-0.30581668,2019-12-31 07:15:00+00:00
-0.30335835,2019-12-31 07:30:00+00:00
-0.3029,2019-12-31 07:45:00+00:00
-0.30485833,2019-12-31 08:00:00+00:00
-0.30760834,2019-12-31 08:15:00+00:00
-0.30405277,2019-12-31 08:30:00+00:00
-0.30587223,2019-12-31 08:45:00+00:00
-0.30831668,2019-12-31 09:00:00+00:00
-0.30995557,2019-12-31 09:15:00+00:00
-0.31106666,2019-12-31 09:30:00+00:00
-0.31223333,2019-12-31 09:45:00+00:00
-0.31234443,2019-12-31 10:00:00+00:00
-0.312025,2019-12-31 10:15:00+00:00
-0.3121639,2019-12-31 10:30:00+00:00
-0.3120528,2019-12-31 10:45:00+00:00
-0.31220555,2019-12-31 11:00:00+00:00
-0.31230277,2019-12-31 11:15:00+00:00
-0.31238613,2019-12-31 11:30:00+00:00
-0.31183055,2019-12-31 11:45:00+00:00
-0.31217778,2019-12-31 12:00:00+00:00
-0.31010833,2019-12-31 12:15:00+00:00
-0.30691388,2019-12-31 12:30:00+00:00
-0.31206667,2019-12-31 12:45:00+00:00
-0.3120528,2019-12-31 13:00:00+00:00
-0.31059444,2019-12-31 13:15:00+00:00
-0.3080389,2019-12-31 13:30:00+00:00
-0.30978888,2019-12-31 13:45:00+00:00
-0.31137222,2019-12-31 14:00:00+00:00
-0.31233054,2019-12-31 14:15:00+00:00
-0.3124,2019-12-31 14:30:00+00:00
-0.3124,2019-12-31 14:45:00+00:00
-0.3124,2019-12-31 15:00:00+00:00
-0.31238613,2019-12-31 15:15:00+00:00
-0.31234443,2019-12-31 15:30:00+00:00
-0.3124,2019-12-31 15:45:00+00:00
-0.3124,2019-12-31 16:00:00+00:00
-0.3124,2019-12-31 16:15:00+00:00
-0.3124,2019-12-31 16:30:00+00:00
-0.31208056,2019-12-31 16:45:00+00:00
-0.3124,2019-12-31 17:00:00+00:00
-0.3124,2019-12-31 17:15:00+00:00
-0.3124,2019-12-31 17:30:00+00:00
-0.3124,2019-12-31 17:45:00+00:00
-0.3124,2019-12-31 18:00:00+00:00
-0.3124,2019-12-31 18:15:00+00:00
-0.3124,2019-12-31 18:30:00+00:00
-0.3124,2019-12-31 18:45:00+00:00
-0.3124,2019-12-31 19:00:00+00:00
-0.3124,2019-12-31 19:15:00+00:00
-0.3124,2019-12-31 19:30:00+00:00
-0.3124,2019-12-31 19:45:00+00:00
-0.3124,2019-12-31 20:00:00+00:00
-0.3124,2019-12-31 20:15:00+00:00
-0.3124,2019-12-31 20:30:00+00:00
-0.30709445,2019-12-31 20:45:00+00:00
-0.3059,2019-12-31 21:00:00+00:00
-0.30366388,2019-12-31 21:15:00+00:00
-0.29945555,2019-12-31 21:30:00+00:00
-0.29870555,2019-12-31 21:45:00+00:00
-0.29833055,2019-12-31 22:00:00+00:00
-0.29438612,2019-12-31 22:15:00+00:00
-0.29431668,2019-12-31 22:30:00+00:00
-0.29862222,2019-12-31 22:45:00+00:00
-0.3047889,2019-12-31 23:00:00+00:00
-0.31430277,2019-12-31 23:15:00+00:00
-0.31644166,2019-12-31 23:30:00+00:00
-0.31630385,2019-12-31 23:45:00+00:00
-0.3105389,2020-01-01 00:00:00+00:00
-0.3015111,2020-01-01 01:15:00+00:00
-0.30448332,2020-01-01 01:30:00+00:00
-0.30550417,2020-01-01 01:45:00+00:00
-0.30980277,2020-01-01 02:00:00+00:00
-0.30946943,2020-01-01 02:15:00+00:00
-0.30835834,2020-01-01 02:30:00+00:00
-0.30969167,2020-01-01 02:45:00+00:00
-0.306025,2020-01-01 03:00:00+00:00
-0.30609444,2020-01-01 03:15:00+00:00
-0.30355278,2020-01-01 03:30:00+00:00
-0.3080111,2020-01-01 03:45:00+00:00
-0.31310138,2020-01-01 04:00:00+00:00
-0.31153888,2020-01-01 04:15:00+00:00
-0.31065,2020-01-01 04:30:00+00:00
-0.30758056,2020-01-01 04:45:00+00:00
-0.301775,2020-01-01 05:00:00+00:00
-0.2958861,2020-01-01 05:15:00+00:00
-0.29812223,2020-01-01 05:30:00+00:00
-0.299025,2020-01-01 05:45:00+00:00
-0.29695556,2020-01-01 06:00:00+00:00
-0.30334446,2020-01-01 06:15:00+00:00
-0.3076639,2020-01-01 06:30:00+00:00
-0.3114972,2020-01-01 06:45:00+00:00
-0.31395555,2020-01-01 07:00:00+00:00
-0.32173333,2020-01-01 07:15:00+00:00
-0.32428887,2020-01-01 07:30:00+00:00
-0.3183861,2020-01-01 07:45:00+00:00
-0.313275,2020-01-01 08:00:00+00:00
-0.3100736,2020-01-01 08:15:00+00:00
-0.3099,2020-01-01 08:30:00+00:00
-0.30081666,2020-01-01 08:45:00+00:00
-0.3041639,2020-01-01 09:00:00+00:00
-0.30120555,2020-01-01 09:15:00+00:00
-0.297525,2020-01-01 09:30:00+00:00
-0.2994,2020-01-01 09:45:00+00:00
-0.29960832,2020-01-01 10:00:00+00:00
-0.30181667,2020-01-01 10:15:00+00:00
-0.2967889,2020-01-01 10:30:00+00:00
-0.3001639,2020-01-01 10:45:00+00:00
-0.29465,2020-01-01 11:00:00+00:00
-0.29731667,2020-01-01 11:15:00+00:00
-0.29662222,2020-01-01 11:30:00+00:00
-0.29942778,2020-01-01 11:45:00+00:00
-0.30169168,2020-01-01 12:00:00+00:00
-0.30094862,2020-01-01 12:15:00+00:00
-0.30212224,2020-01-01 12:30:00+00:00
-0.2984278,2020-01-01 12:45:00+00:00
-0.29696944,2020-01-01 13:00:00+00:00
-0.29256666,2020-01-01 13:15:00+00:00
-0.2894,2020-01-01 13:30:00+00:00
-0.2924,2020-01-01 13:45:00+00:00
-0.29062223,2020-01-01 14:00:00+00:00
-0.29780972,2020-01-01 14:15:00+00:00
-0.30169168,2020-01-01 14:30:00+00:00
-0.30806667,2020-01-01 14:45:00+00:00
-0.30846944,2020-01-01 15:00:00+00:00
-0.3129,2020-01-01 15:15:00+00:00
-0.304275,2020-01-01 15:30:00+00:00
-0.3032472,2020-01-01 15:45:00+00:00
-0.29959443,2020-01-01 16:00:00+00:00
-0.29808056,2020-01-01 16:15:00+00:00
-0.29737222,2020-01-01 16:30:00+00:00
-0.2972889,2020-01-01 16:45:00+00:00
-0.30260834,2020-01-01 17:00:00+00:00
-0.30017778,2020-01-01 17:15:00+00:00
-0.29953888,2020-01-01 17:30:00+00:00
-0.30008057,2020-01-01 17:45:00+00:00
-0.29484445,2020-01-01 18:00:00+00:00
-0.29492083,2020-01-01 18:15:00+00:00
-0.29684445,2020-01-01 18:30:00+00:00
-0.2980528,2020-01-01 18:45:00+00:00
-0.2969,2020-01-01 19:00:00+00:00
-0.30105278,2020-01-01 19:15:00+00:00
-0.30010834,2020-01-01 19:30:00+00:00
-0.30144167,2020-01-01 19:45:00+00:00
-0.2996639,2020-01-01 20:00:00+00:00
-0.29823333,2020-01-01 20:15:00+00:00
-0.29619166,2020-01-01 20:30:00+00:00
-0.28992778,2020-01-01 20:45:00+00:00
-0.29258054,2020-01-01 21:00:00+00:00
-0.2910389,2020-01-01 21:15:00+00:00
-0.29006666,2020-01-01 21:30:00+00:00
-0.28869167,2020-01-01 21:45:00+00:00
-0.2920389,2020-01-01 22:00:00+00:00
-0.2913861,2020-01-01 22:15:00+00:00
-0.29225418,2020-01-01 22:30:00+00:00
-0.2946222,2020-01-01 22:45:00+00:00
-0.29612222,2020-01-01 23:00:00+00:00
-0.29631665,2020-01-01 23:15:00+00:00
-0.29158056,2020-01-01 23:30:00+00:00
-0.29467285,2020-01-01 23:45:00+00:00
-0.2907611,2020-01-02 00:00:00+00:00
-0.294025,2020-01-02 01:15:00+00:00
-0.29599723,2020-01-02 01:30:00+00:00
-0.29487222,2020-01-02 01:45:00+00:00
-0.29499722,2020-01-02 02:00:00+00:00
-0.29274723,2020-01-02 02:15:00+00:00
-0.29198334,2020-01-02 02:30:00+00:00
-0.291275,2020-01-02 02:45:00+00:00
-0.2923028,2020-01-02 03:00:00+00:00
-0.2945389,2020-01-02 03:15:00+00:00
-0.29433057,2020-01-02 03:30:00+00:00
-0.295025,2020-01-02 03:45:00+00:00
-0.29795554,2020-01-02 04:00:00+00:00
-0.299775,2020-01-02 04:15:00+00:00
-0.30003887,2020-01-02 04:30:00+00:00
-0.3047889,2020-01-02 04:45:00+00:00
-0.30582362,2020-01-02 05:00:00+00:00
-0.301275,2020-01-02 05:15:00+00:00
-0.30301112,2020-01-02 05:30:00+00:00
-0.29817778,2020-01-02 05:45:00+00:00
-0.2965389,2020-01-02 06:00:00+00:00
-0.29481667,2020-01-02 06:15:00+00:00
-0.29610834,2020-01-02 06:30:00+00:00
-0.29955277,2020-01-02 06:45:00+00:00
-0.30369166,2020-01-02 07:00:00+00:00
-0.30523333,2020-01-02 07:15:00+00:00
-0.3041778,2020-01-02 07:30:00+00:00
-0.3003722,2020-01-02 07:45:00+00:00
-0.29608056,2020-01-02 08:00:00+00:00
-0.2948861,2020-01-02 08:15:00+00:00
-0.2978861,2020-01-02 08:30:00+00:00
-0.30833057,2020-01-02 08:45:00+00:00
-0.31546944,2020-01-02 09:00:00+00:00
-0.32134444,2020-01-02 09:15:00+00:00
-0.32433057,2020-01-02 09:30:00+00:00
-0.32330278,2020-01-02 09:45:00+00:00
-0.32315,2020-01-02 10:00:00+00:00
-0.31716388,2020-01-02 10:15:00+00:00
-0.3129139,2020-01-02 10:30:00+00:00
-0.30998334,2020-01-02 10:45:00+00:00
-0.30921945,2020-01-02 11:00:00+00:00
-0.308025,2020-01-02 11:15:00+00:00
-0.3119347,2020-01-02 11:30:00+00:00
-0.31709445,2020-01-02 11:45:00+00:00
-0.3175111,2020-01-02 12:00:00+00:00
-0.32006666,2020-01-02 12:15:00+00:00
-0.32091388,2020-01-02 12:30:00+00:00
-0.32091388,2020-01-02 12:45:00+00:00
-0.32265,2020-01-02 13:00:00+00:00
-0.3206639,2020-01-02 13:15:00+00:00
-0.32119167,2020-01-02 13:30:00+00:00
-0.31782362,2020-01-02 13:45:00+00:00
-0.316275,2020-01-02 14:00:00+00:00
-0.31853887,2020-01-02 14:15:00+00:00
-0.32123333,2020-01-02 14:30:00+00:00
-0.3233861,2020-01-02 14:45:00+00:00
-0.3235389,2020-01-02 15:00:00+00:00
-0.32199723,2020-01-02 15:15:00+00:00
-0.3203861,2020-01-02 15:30:00+00:00
-0.31823334,2020-01-02 15:45:00+00:00
-0.31656668,2020-01-02 16:00:00+00:00
-0.31928888,2020-01-02 16:15:00+00:00
-0.31945556,2020-01-02 16:30:00+00:00
-0.32005277,2020-01-02 16:45:00+00:00
-0.323775,2020-01-02 17:00:00+00:00
-0.32448334,2020-01-02 17:15:00+00:00
-0.32823333,2020-01-02 17:30:00+00:00
-0.32583055,2020-01-02 17:45:00+00:00
-0.32074723,2020-01-02 18:00:00+00:00
-0.3138861,2020-01-02 18:15:00+00:00
-0.31443474,2020-01-02 18:30:00+00:00
-0.30685833,2020-01-02 18:45:00+00:00
-0.30774722,2020-01-02 19:00:00+00:00
-0.31283057,2020-01-02 19:15:00+00:00
-0.318025,2020-01-02 19:30:00+00:00
-0.32235834,2020-01-02 19:45:00+00:00
-0.3274139,2020-01-02 20:00:00+00:00
-0.32806668,2020-01-02 20:15:00+00:00
-0.32417777,2020-01-02 20:30:00+00:00
-0.3204,2020-01-02 20:45:00+00:00
-0.3123722,2020-01-02 21:00:00+00:00
-0.30385834,2020-01-02 21:15:00+00:00
-0.30724722,2020-01-02 21:30:00+00:00
-0.31938612,2020-01-02 21:45:00+00:00
-0.3200111,2020-01-02 22:00:00+00:00
-0.3232889,2020-01-02 22:15:00+00:00
-0.31912223,2020-01-02 22:30:00+00:00
-0.31674722,2020-01-02 22:45:00+00:00
-0.313525,2020-01-02 23:00:00+00:00
-0.31065,2020-01-02 23:15:00+00:00
-0.31059444,2020-01-02 23:30:00+00:00
-0.3125528,2020-01-02 23:45:00+00:00
-0.3128028,2020-01-03 00:00:00+00:00
-0.31842777,2020-01-03 01:15:00+00:00
-0.31110832,2020-01-03 01:30:00+00:00
-0.31087223,2020-01-03 01:45:00+00:00
-0.30434445,2020-01-03 02:00:00+00:00
-0.3094347,2020-01-03 02:15:00+00:00
-0.3180111,2020-01-03 02:30:00+00:00
-0.32658055,2020-01-03 02:45:00+00:00
-0.3278861,2020-01-03 03:00:00+00:00
-0.3261639,2020-01-03 03:15:00+00:00
-0.31834444,2020-01-03 03:30:00+00:00
-0.31305277,2020-01-03 03:45:00+00:00
-0.3125389,2020-01-03 04:00:00+00:00
-0.315275,2020-01-03 04:15:00+00:00
-0.32492778,2020-01-03 04:30:00+00:00
-0.3337472,2020-01-03 04:45:00+00:00
-0.33469862,2020-01-03 05:00:00+00:00
-0.3370111,2020-01-03 05:15:00+00:00
-0.33355278,2020-01-03 05:30:00+00:00
-0.3320111,2020-01-03 05:45:00+00:00
-0.33312222,2020-01-03 06:00:00+00:00
-0.3326639,2020-01-03 06:15:00+00:00
-0.333275,2020-01-03 06:30:00+00:00
-0.32848334,2020-01-03 06:45:00+00:00
-0.32385832,2020-01-03 07:00:00+00:00
-0.32584444,2020-01-03 07:15:00+00:00
-0.3261361,2020-01-03 07:30:00+00:00
-0.33031666,2020-01-03 07:45:00+00:00
-0.32894167,2020-01-03 08:00:00+00:00
-0.3251639,2020-01-03 08:15:00+00:00
-0.32485834,2020-01-03 08:30:00+00:00
-0.32687223,2020-01-03 08:45:00+00:00
-0.32412222,2020-01-03 09:00:00+00:00
-0.33395556,2020-01-03 09:15:00+00:00
-0.33919168,2020-01-03 09:30:00+00:00
-0.339525,2020-01-03 09:45:00+00:00
-0.33985832,2020-01-03 10:00:00+00:00
-0.33869165,2020-01-03 10:15:00+00:00
-0.33578888,2020-01-03 10:30:00+00:00
-0.33065,2020-01-03 10:45:00+00:00
-0.33010834,2020-01-03 11:00:00+00:00
-0.33263612,2020-01-03 11:15:00+00:00
-0.327775,2020-01-03 11:30:00+00:00
-0.327025,2020-01-03 11:45:00+00:00
-0.32709444,2020-01-03 12:00:00+00:00
-0.32809445,2020-01-03 12:15:00+00:00
-0.3279972,2020-01-03 12:30:00+00:00
-0.31995556,2020-01-03 12:45:00+00:00
-0.31623334,2020-01-03 13:00:00+00:00
-0.31949723,2020-01-03 13:15:00+00:00
-0.3244139,2020-01-03 13:30:00+00:00
-0.34001112,2020-01-03 13:45:00+00:00
-0.34659445,2020-01-03 14:00:00+00:00
-0.3536639,2020-01-03 14:15:00+00:00
-0.35008055,2020-01-03 14:30:00+00:00
-0.34010834,2020-01-03 14:45:00+00:00
-0.3213722,2020-01-03 15:00:00+00:00
-0.32998332,2020-01-03 15:15:00+00:00
-0.3212611,2020-01-03 15:30:00+00:00
-0.34521943,2020-01-03 15:45:00+00:00
-0.38144165,2020-01-03 16:00:00+00:00
-0.39301807,2020-01-03 16:15:00+00:00
-0.3838861,2020-01-03 16:30:00+00:00
-0.36301112,2020-01-03 16:45:00+00:00
-0.33565,2020-01-03 17:00:00+00:00
-0.3197472,2020-01-03 17:15:00+00:00
-0.31465,2020-01-03 17:30:00+00:00
-0.31796944,2020-01-03 17:45:00+00:00
-0.32541388,2020-01-03 18:00:00+00:00
-0.33335835,2020-01-03 18:15:00+00:00
-0.34608054,2020-01-03 18:30:00+00:00
-0.3594,2020-01-03 18:45:00+00:00
-0.3609278,2020-01-03 19:00:00+00:00
-0.35221943,2020-01-03 19:15:00+00:00
-0.3519278,2020-01-03 19:30:00+00:00
-0.34299722,2020-01-03 19:45:00+00:00
-0.3328722,2020-01-03 20:00:00+00:00
-0.33110833,2020-01-03 20:15:00+00:00
-0.33585835,2020-01-03 20:30:00+00:00
-0.34292778,2020-01-03 20:45:00+00:00
-0.34123334,2020-01-03 21:00:00+00:00
-0.344025,2020-01-03 21:15:00+00:00
-0.34187916,2020-01-03 21:30:00+00:00
-0.33416387,2020-01-03 21:45:00+00:00
-0.33159444,2020-01-03 22:00:00+00:00
-0.33463612,2020-01-03 22:15:00+00:00
-0.32991388,2020-01-03 22:30:00+00:00
-0.330775,2020-01-03 22:45:00+00:00
-0.32937223,2020-01-03 23:00:00+00:00
-0.3308722,2020-01-03 23:15:00+00:00
-0.33865,2020-01-03 23:30:00+00:00
-0.34106073,2020-01-03 23:45:00+00:00
-0.3448236,2020-01-04 00:00:00+00:00
-0.326775,2020-01-04 01:15:00+00:00
-0.33183056,2020-01-04 01:30:00+00:00
-0.33585835,2020-01-04 01:45:00+00:00
-0.32870555,2020-01-04 02:00:00+00:00
-0.33456665,2020-01-04 02:15:00+00:00
-0.32513613,2020-01-04 02:30:00+00:00
-0.3264139,2020-01-04 02:45:00+00:00
-0.32456666,2020-01-04 03:00:00+00:00
-0.32273334,2020-01-04 03:15:00+00:00
-0.32599723,2020-01-04 03:30:00+00:00
-0.3232611,2020-01-04 03:45:00+00:00
-0.32960832,2020-01-04 04:00:00+00:00
-0.33031666,2020-01-04 04:15:00+00:00
-0.33583057,2020-01-04 04:30:00+00:00
-0.32617778,2020-01-04 04:45:00+00:00
-0.32665694,2020-01-04 05:00:00+00:00
-0.32034445,2020-01-04 05:15:00+00:00
-0.31758055,2020-01-04 05:30:00+00:00
